BOM,Package,Device ID,Device Name,Provider Name,Manufacturer Name,Class Name,Extension ID,Version,Date
200.0.1.0,qcdx8180.cab,ACPI\VEN_QCOM&DEV_043A&REV_0913,"Qualcomm(R) Adreno(TM) 690 GPU","Qualcomm Incorporated","Qualcomm Incorporated",Display,,27.20.1580.0000,06/09/2021
200.0.1.0,qcdx8180.cab,ACPI\VEN_QCOM&DEV_043A&REV_0D01,"Qualcomm(R) Adreno(TM) 685 GPU","Qualcomm Incorporated","Qualcomm Incorporated",Display,,27.20.1580.0000,06/09/2021
200.0.1.0,qcdx8180.cab,ACPI\VEN_QCOM&DEV_043A&REV_0D11,"Qualcomm(R) Adreno(TM) 685 GPU","Qualcomm Incorporated","Qualcomm Incorporated",Display,,27.20.1580.0000,06/09/2021
200.0.1.0,qcdx8180.cab,ACPI\VEN_QCOM&DEV_043A&REV_0D13,"Qualcomm(R) Adreno(TM) 675 GPU","Qualcomm Incorporated","Qualcomm Incorporated",Display,,27.20.1580.0000,06/09/2021
200.0.1.0,qcdx8180.cab,ACPI\VEN_QCOM&DEV_043A&REV_0D15,"Qualcomm(R) Adreno(TM) 690 GPU","Qualcomm Incorporated","Qualcomm Incorporated",Display,,27.20.1580.0000,06/09/2021
200.0.1.0,qcdx8180.cab,ACPI\VEN_QCOM&DEV_043A&SUBSYS_CLS07180,"Qualcomm(R) Adreno(TM) 680 GPU","Qualcomm Incorporated","Qualcomm Incorporated",Display,,27.20.1580.0000,06/09/2021
200.0.1.0,qcdx8180.cab,ACPI\VEN_QCOM&DEV_043A&SUBSYS_CLS08180,"Qualcomm(R) Adreno(TM) 680 GPU","Qualcomm Incorporated","Qualcomm Incorporated",Display,,27.20.1580.0000,06/09/2021
200.0.1.0,qcdx8180.cab,ACPI\VEN_QCOM&DEV_043A&SUBSYS_CLS08180&REV_0900,"Qualcomm(R) Adreno(TM) 685 GPU","Qualcomm Incorporated","Qualcomm Incorporated",Display,,27.20.1580.0000,06/09/2021
200.0.1.0,qcdx8180.cab,ACPI\VEN_QCOM&DEV_043A&SUBSYS_CLS08180&REV_0910,"Qualcomm(R) Adreno(TM) 685 GPU","Qualcomm Incorporated","Qualcomm Incorporated",Display,,27.20.1580.0000,06/09/2021
200.0.1.0,qcdx8180.cab,ACPI\VEN_QCOM&DEV_043A&SUBSYS_CLS08180&REV_0912,"Qualcomm(R) Adreno(TM) 675 GPU","Qualcomm Incorporated","Qualcomm Incorporated",Display,,27.20.1580.0000,06/09/2021
200.0.1.0,qcdx8180.cab,ACPI\VEN_QCOM&DEV_043A&SUBSYS_CLS08180&REV_0913,"Qualcomm(R) Adreno(TM) 690 GPU","Qualcomm Incorporated","Qualcomm Incorporated",Display,,27.20.1580.0000,06/09/2021
200.0.1.0,qcdx8180.cab,ACPI\VEN_QCOM&DEV_043A&SUBSYS_CLS08180&REV_0D01,"Qualcomm(R) Adreno(TM) 685 GPU","Qualcomm Incorporated","Qualcomm Incorporated",Display,,27.20.1580.0000,06/09/2021
200.0.1.0,qcdx8180.cab,ACPI\VEN_QCOM&DEV_043A&SUBSYS_CLS08180&REV_0D11,"Qualcomm(R) Adreno(TM) 685 GPU","Qualcomm Incorporated","Qualcomm Incorporated",Display,,27.20.1580.0000,06/09/2021
200.0.1.0,qcdx8180.cab,ACPI\VEN_QCOM&DEV_043A&SUBSYS_CLS08180&REV_0D13,"Qualcomm(R) Adreno(TM) 675 GPU","Qualcomm Incorporated","Qualcomm Incorporated",Display,,27.20.1580.0000,06/09/2021
200.0.1.0,qcdx8180.cab,ACPI\VEN_QCOM&DEV_043A&SUBSYS_CLS08180&REV_0D15,"Qualcomm(R) Adreno(TM) 690 GPU","Qualcomm Incorporated","Qualcomm Incorporated",Display,,27.20.1580.0000,06/09/2021
200.0.1.0,qcdx8180.cab,ACPI\VEN_QCOM&DEV_043A&SUBSYS_IDP07180,"Qualcomm(R) Adreno(TM) 680 GPU","Qualcomm Incorporated","Qualcomm Incorporated",Display,,27.20.1580.0000,06/09/2021
200.0.1.0,qcdx8180.cab,ACPI\VEN_QCOM&DEV_043A&SUBSYS_MSWW8180,"Qualcomm(R) Adreno(TM) 680 GPU","Qualcomm Incorporated","Qualcomm Incorporated",Display,,27.20.1580.0000,06/09/2021
200.0.1.0,qcdx8180.cab,ACPI\VEN_QCOM&DEV_043A&SUBSYS_MTP08180,"Qualcomm(R) Adreno(TM) 680 GPU","Qualcomm Incorporated","Qualcomm Incorporated",Display,,27.20.1580.0000,06/09/2021
200.0.1.0,qcglink8180.cab,ACPI\QCOM048D,"Qualcomm(R) Memory and File System Device","Qualcomm Inc.","Qualcomm Inc.",System,,1.0.1040.0000,03/20/2020
200.0.1.0,qcgpi8180.cab,ACPI\QCOM0493,"Qualcomm(R) Bus Device","Qualcomm Technologies, Inc.","Qualcomm Technologies, Inc.",System,,1.0.1040.0000,03/20/2020
200.0.1.0,qcgpio8180.cab,ACPI\QCOM040D,"Qualcomm(R) System Manager GPIO Device","Qualcomm Inc.","Qualcomm Inc.",System,,1.0.1360.0000,11/10/2020
200.0.1.0,qci2c8180.cab,ACPI\QCOM0411,"Qualcomm(R) I2C Bus Device","Qualcomm Inc.","Qualcomm Inc.",System,,1.0.1360.0000,11/10/2020
200.0.1.0,qciommu8180.cab,ACPI\QCOM049B,"Qualcomm(R) IOMMU Device","Qualcomm Inc.","Qualcomm Inc.",System,,1.0.1440.0000,12/29/2020
200.0.1.0,qcipcrouter8180.cab,ACPI\QCOM040E,"Qualcomm(R) Data Device","Qualcomm Incorporated","Qualcomm Incorporated",SYSTEM,,1.0.1040.0000,03/20/2020
200.0.1.0,qckmbam8180.cab,ACPI\QCOM040A,"Qualcomm(R) Bus Device","Qualcomm Inc.","Qualcomm Inc.",System,,1.0.1040.0000,03/20/2020
